Status,Customer Age,Dependents,Tenure,Total Relationship Count,Months Inactive,Contacts Made,Credit Limit,Total Revolving Balance,Average Revolving Available,Trans Amount Change,Total Trans Amount,Total Trans Count,Trans Count Change,Avg Utilization Ratio,Attrited,Gender_male,Education_College,Education_Doctorate,Education_Graduate,Education_High School,Education_Post-Graduate,Education_Uneducated,Education_Unknown,Marital Status_Divorced,Marital Status_Married,Marital Status_Single,Marital Status_Unknown,Income Level Code,Card Level_Blue,Card Level_Gold,Card Level_Platinum,Card Level_Silver,Avg Trans Amount,Avg Months between Contacts,Contacts per Relationship,Trans Amt per Credit Limit,Trans Count per Credit Limit,Total Rev Bal to Credit Limit,Avail Rev Bal to Credit Limit,Trans Amt to Count Change,Contacts per Inactive Mo
Existing Customer,46,4,41,6,3,1,1438.3,0,1438.3,0.9209999999999999,4200,86,0.536,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,48.83720930232558,20.5,0.16666666666666666,2.9201140234999654,0.05979281095738024,0.0,1.0,1.718283582089552,0.3333333333333333
Existing Customer,35,3,29,3,3,1,2278.0,1303,975.0,0.645,5101,76,0.617,0.5720000000000001,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,67.11842105263158,14.5,0.3333333333333333,2.239244951712028,0.033362598770851626,0.5719929762949956,0.4280070237050044,1.0453808752025933,0.3333333333333333
Existing Customer,65,1,56,6,2,4,13364.0,1318,12046.0,1.063,4548,54,0.862,0.099,0,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,84.22222222222223,11.2,0.6666666666666666,0.3403172702783598,0.004040706375336726,0.09862316671655193,0.9013768332834481,1.2331786542923433,2.0
Existing Customer,52,3,36,5,2,2,2801.0,2467,334.0,0.701,4926,90,0.731,0.8809999999999999,0,1,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,54.733333333333334,12.0,0.4,1.758657622277758,0.03213138164941092,0.8807568725455195,0.11924312745448054,0.9589603283173734,1.0
Existing Customer,44,2,36,6,3,1,28292.0,0,28292.0,0.542,3948,60,0.5379999999999999,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,65.8,18.0,0.16666666666666666,0.13954474763183938,0.0021207408454686836,0.0,1.0,1.0074349442379185,0.3333333333333333
Existing Customer,35,4,31,3,3,4,2933.0,1011,1922.0,0.8140000000000001,5089,71,0.868,0.345,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,71.67605633802818,6.2,1.3333333333333333,1.7350835322195703,0.0242072962836686,0.3446982611660416,0.6553017388339584,0.9377880184331798,1.3333333333333333
Existing Customer,45,3,36,6,3,2,21630.0,0,21630.0,0.804,4584,84,0.75,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,54.57142857142857,12.0,0.3333333333333333,0.21192787794729542,0.003883495145631068,0.0,1.0,1.072,0.6666666666666666
Existing Customer,56,1,45,4,1,2,3132.0,2230,902.0,0.78,4412,73,0.659,0.7120000000000001,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,60.43835616438356,15.0,0.5,1.408684546615581,0.02330779054916986,0.7120051085568327,0.2879948914431673,1.1836115326251897,2.0
Existing Customer,50,1,43,4,3,4,2961.0,2048,913.0,0.9129999999999999,4056,92,0.769,0.6920000000000001,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,44.08695652173913,8.6,1.0,1.369807497467072,0.031070584262073625,0.6916582235731172,0.3083417764268828,1.1872561768530558,1.3333333333333333
Attrited Customer,52,3,39,3,3,2,4173.0,1771,2402.0,0.711,2554,47,0.516,0.424,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,54.340425531914896,13.0,0.6666666666666666,0.6120297148334531,0.011262880421758926,0.42439491972202253,0.5756050802779775,1.377906976744186,0.6666666666666666
Existing Customer,37,1,28,4,3,2,2458.0,642,1816.0,0.6659999999999999,4627,90,0.698,0.261,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,51.41111111111111,9.333333333333334,0.5,1.8824247355573638,0.03661513425549227,0.2611879576891782,0.7388120423108218,0.9541547277936963,0.6666666666666666
Existing Customer,44,2,36,5,3,4,12229.0,997,11232.0,0.8109999999999999,4284,75,0.596,0.08199999999999999,0,1,1,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,57.12,7.2,0.8,0.35031482541499714,0.006132962629814376,0.0815275165589991,0.9184724834410009,1.360738255033557,1.3333333333333333
Existing Customer,35,3,21,3,1,1,2272.0,604,1668.0,0.987,4614,75,0.9740000000000001,0.266,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,61.52,10.5,0.3333333333333333,2.0308098591549295,0.03301056338028169,0.2658450704225352,0.7341549295774648,1.013347022587269,1.0
Existing Customer,42,4,37,3,2,4,6953.0,1445,5508.0,0.591,3700,80,0.569,0.20800000000000002,0,1,0,0,0,0,0,1,0,0,1,0,0,5,1,0,0,0,46.25,7.4,1.3333333333333333,0.5321443981015389,0.011505824823817058,0.2078239608801956,0.7921760391198044,1.038664323374341,2.0
Existing Customer,48,4,37,3,6,2,1792.0,933,859.0,0.821,4120,78,0.773,0.521,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,52.82051282051282,12.333333333333334,0.6666666666666666,2.299107142857143,0.04352678571428571,0.5206473214285714,0.47935267857142855,1.0620957309184993,0.3333333333333333
Existing Customer,47,4,36,3,2,2,2765.0,901,1864.0,0.898,4990,80,0.905,0.326,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,62.375,12.0,0.6666666666666666,1.8047016274864376,0.028933092224231464,0.32585895117540686,0.6741410488245931,0.9922651933701657,1.0
Attrited Customer,43,4,29,6,2,3,2895.0,0,2895.0,0.6629999999999999,2473,42,0.273,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,58.88095238095238,7.25,0.5,0.8542314335060449,0.014507772020725389,0.0,1.0,2.428571428571428,1.5
Existing Customer,39,1,34,3,1,4,6904.0,1148,5756.0,0.649,3485,84,0.615,0.166,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,41.48809523809524,6.8,1.3333333333333333,0.5047798377752027,0.01216685979142526,0.16628041714947855,0.8337195828505214,1.0552845528455286,4.0
Attrited Customer,39,2,30,5,3,3,2220.0,0,2220.0,0.872,2859,55,0.833,0.0,1,1,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,51.981818181818184,7.5,0.6,1.287837837837838,0.024774774774774775,0.0,1.0,1.0468187274909964,1.0
Existing Customer,48,3,34,5,2,2,1495.0,0,1495.0,0.802,3878,63,0.703,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,61.55555555555556,11.333333333333334,0.4,2.5939799331103677,0.042140468227424746,0.0,1.0,1.1408250355618779,1.0
Existing Customer,42,5,37,5,2,3,2541.0,1398,1143.0,0.635,4698,88,0.833,0.55,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,53.38636363636363,9.25,0.6,1.8488783943329399,0.03463203463203463,0.5501770956316411,0.4498229043683589,0.7623049219687875,1.5
Existing Customer,34,3,19,6,1,2,7531.0,0,7531.0,1.0070000000000001,3833,71,0.578,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,53.985915492957744,6.333333333333333,0.3333333333333333,0.5089629531270747,0.00942769884477493,0.0,1.0,1.7422145328719727,2.0
Existing Customer,47,4,29,5,2,1,8644.0,1391,7253.0,0.8959999999999999,4272,59,0.6859999999999999,0.161,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,72.40677966101696,14.5,0.2,0.4942156409069875,0.0068255437297547435,0.1609208699676076,0.8390791300323924,1.3061224489795917,0.5
Existing Customer,43,4,36,6,3,1,1531.0,0,1531.0,0.7040000000000001,4152,77,0.54,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,53.922077922077925,18.0,0.16666666666666666,2.711952971913782,0.050293925538863485,0.0,1.0,1.3037037037037038,0.3333333333333333
Existing Customer,50,2,32,3,3,4,2884.0,2104,780.0,0.857,4486,93,0.86,0.73,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,48.236559139784944,6.4,1.3333333333333333,1.5554785020804438,0.032246879334257975,0.7295423023578363,0.27045769764216365,0.9965116279069768,1.3333333333333333
Attrited Customer,55,2,36,4,3,2,10241.0,1545,8696.0,0.581,2513,47,0.424,0.151,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,53.46808510638298,12.0,0.5,0.24538619275461382,0.004589395566839176,0.1508641734205644,0.8491358265794356,1.3702830188679245,0.6666666666666666
Existing Customer,50,1,38,3,1,4,4182.0,0,4182.0,0.853,4693,82,0.608,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,57.23170731707317,7.6,1.3333333333333333,1.1221903395504542,0.0196078431372549,0.0,1.0,1.4029605263157894,4.0
Attrited Customer,44,1,25,3,2,4,3101.0,0,3101.0,0.66,2512,37,0.37,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,67.89189189189189,5.0,1.3333333333333333,0.8100612705578846,0.011931634956465657,0.0,1.0,1.783783783783784,2.0
Existing Customer,54,3,36,5,4,2,4542.0,1355,3187.0,0.48,4011,70,0.556,0.298,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,57.3,12.0,0.4,0.8830911492734478,0.015411712901805373,0.29832672831351825,0.7016732716864817,0.8633093525179855,0.5
Existing Customer,40,3,22,4,2,4,3372.0,2517,855.0,0.7290000000000001,4209,72,0.7559999999999999,0.746,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,58.458333333333336,4.4,1.0,1.248220640569395,0.021352313167259787,0.74644128113879,0.25355871886120995,0.9642857142857145,2.0
Existing Customer,40,2,36,3,1,2,3099.0,0,3099.0,0.72,3622,75,0.667,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,0,48.29333333333334,12.0,0.6666666666666666,1.1687641174572443,0.02420135527589545,0.0,1.0,1.0794602698650673,2.0
Existing Customer,41,3,31,3,1,2,2416.0,1305,1111.0,0.93,4163,73,0.698,0.54,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,57.02739726027397,10.333333333333334,0.6666666666666666,1.7230960264900663,0.030215231788079472,0.5401490066225165,0.4598509933774834,1.3323782234957022,2.0
Existing Customer,52,2,48,3,2,4,5299.0,578,4721.0,0.9309999999999999,4509,79,0.7170000000000001,0.109,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,57.075949367088604,9.6,1.3333333333333333,0.8509152670315154,0.014908473296848463,0.10907718437441026,0.8909228156255897,1.2984658298465828,2.0
Existing Customer,41,4,35,3,1,4,2138.0,1283,855.0,0.645,4785,85,0.518,0.6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,56.294117647058826,7.0,1.3333333333333333,2.238072965388213,0.039756782039289056,0.6000935453695042,0.3999064546304958,1.2451737451737452,4.0
Attrited Customer,47,1,35,6,2,4,1850.0,896,954.0,0.7240000000000001,2613,41,0.708,0.484,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,63.73170731707317,7.0,0.6666666666666666,1.4124324324324324,0.02216216216216216,0.4843243243243243,0.5156756756756756,1.0225988700564974,2.0
Existing Customer,53,1,35,4,3,3,3585.0,0,3585.0,0.782,4806,81,0.653,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,59.333333333333336,8.75,0.75,1.3405857740585774,0.022594142259414227,0.0,1.0,1.1975497702909648,1.0
Existing Customer,48,4,32,6,1,3,2690.0,1903,787.0,0.8240000000000001,4567,81,0.8,0.7070000000000001,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,56.382716049382715,8.0,0.5,1.6977695167286246,0.030111524163568774,0.7074349442379182,0.2925650557620818,1.03,3.0
Existing Customer,62,0,56,5,3,2,29100.0,1228,27872.0,0.722,5041,74,0.805,0.042,0,1,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,68.12162162162163,18.666666666666668,0.4,0.1732302405498282,0.002542955326460481,0.04219931271477663,0.9578006872852234,0.8968944099378882,0.6666666666666666
Attrited Customer,59,2,53,4,5,4,2699.0,2422,277.0,0.773,2599,43,0.433,0.897,1,1,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,60.44186046511628,10.6,1.0,0.9629492404594294,0.01593182660244535,0.8973693960726195,0.1026306039273805,1.7852193995381063,0.8
Existing Customer,41,3,35,6,2,1,8376.0,1165,7211.0,0.888,4142,67,0.634,0.139,0,1,0,0,0,1,0,0,0,0,1,0,0,4,1,0,0,0,61.82089552238806,17.5,0.16666666666666666,0.49450811843361986,0.00799904489016237,0.13908787010506207,0.8609121298949379,1.4006309148264984,0.5
Existing Customer,50,3,39,4,3,1,13509.0,2060,11449.0,0.7290000000000001,3702,64,0.8290000000000001,0.152,0,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,57.84375,19.5,0.25,0.2740395292027537,0.004737582352505737,0.15249093197127842,0.8475090680287216,0.879372738238842,0.3333333333333333
Existing Customer,38,3,36,4,2,4,2396.0,2217,179.0,0.978,4593,74,0.721,0.925,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,62.067567567567565,7.2,1.0,1.9169449081803005,0.030884808013355594,0.9252921535893155,0.07470784641068448,1.3564493758668517,2.0
Existing Customer,50,1,36,5,3,3,18964.0,2207,16757.0,0.625,3835,78,0.625,0.11599999999999999,0,1,0,1,0,0,0,0,0,0,1,0,0,4,1,0,0,0,49.166666666666664,9.0,0.6,0.20222526893060536,0.004113056317232651,0.1163784011811854,0.8836215988188146,1.0,1.0
Existing Customer,40,5,30,3,2,2,2114.0,1618,496.0,0.664,4518,88,0.6920000000000001,0.765,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,51.34090909090909,10.0,0.6666666666666666,2.1371807000946075,0.041627246925260174,0.7653736991485336,0.2346263008514664,0.9595375722543352,1.0
Existing Customer,39,4,36,5,3,4,1623.0,729,894.0,0.8859999999999999,4423,65,0.8059999999999999,0.449,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,68.04615384615384,7.2,0.8,2.725200246457178,0.04004929143561306,0.4491682070240296,0.5508317929759704,1.099255583126551,1.3333333333333333
Existing Customer,40,1,30,6,2,1,2579.0,1959,620.0,0.618,4300,69,0.6829999999999999,0.76,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,62.31884057971015,15.0,0.16666666666666666,1.667312911981388,0.026754556029468787,0.7595967429236138,0.24040325707638618,0.9048316251830162,0.5
Attrited Customer,41,4,34,5,2,4,5045.0,2080,2965.0,0.738,2042,40,0.48100000000000004,0.41200000000000003,1,1,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,51.05,6.8,0.8,0.4047571853320119,0.007928642220019821,0.4122893954410307,0.5877106045589693,1.534303534303534,2.0
Attrited Customer,35,0,36,4,3,4,2089.0,0,2089.0,0.871,2707,51,0.5,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,53.07843137254902,7.2,1.0,1.29583532790809,0.024413595021541407,0.0,1.0,1.742,1.3333333333333333
Existing Customer,48,5,43,4,1,3,2866.0,921,1945.0,0.654,4615,72,0.6,0.321,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,64.09722222222223,10.75,0.75,1.610258199581298,0.02512212142358688,0.32135380321004886,0.6786461967899512,1.09,3.0
Existing Customer,49,4,38,6,6,3,9738.0,1835,7903.0,0.763,4816,49,0.885,0.188,0,1,0,0,0,0,0,0,1,0,1,0,0,4,1,0,0,0,98.28571428571429,9.5,0.5,0.494557403984391,0.005031834052166769,0.1884370507291025,0.8115629492708976,0.8621468926553673,0.5
Existing Customer,55,2,36,5,1,1,4370.0,0,4370.0,0.7909999999999999,4326,74,0.721,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,58.45945945945946,18.0,0.2,0.9899313501144165,0.016933638443935927,0.0,1.0,1.0970873786407767,1.0
Existing Customer,58,3,36,6,2,3,3355.0,1878,1477.0,0.725,4578,84,0.953,0.56,0,1,0,0,0,0,0,0,1,0,0,1,0,4,1,0,0,0,54.5,9.0,0.5,1.3645305514157973,0.02503725782414307,0.5597615499254843,0.4402384500745157,0.7607555089192025,1.5
Existing Customer,43,2,38,4,2,2,5070.0,0,5070.0,0.67,4193,67,0.8109999999999999,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,62.582089552238806,12.666666666666666,0.5,0.8270216962524655,0.01321499013806706,0.0,1.0,0.8261405672009865,1.0
Existing Customer,35,2,36,4,2,0,2572.0,1161,1411.0,0.569,4315,85,0.518,0.451,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,50.76470588235294,36.0,0.0,1.677682737169518,0.03304821150855365,0.4513996889580093,0.5486003110419907,1.0984555984555984,0.0
Existing Customer,40,3,31,4,2,3,2016.0,978,1038.0,0.736,4379,78,0.95,0.485,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,56.14102564102564,7.75,0.75,2.172123015873016,0.03869047619047619,0.4851190476190476,0.5148809523809523,0.7747368421052632,1.5
Attrited Customer,55,1,36,4,2,2,3552.0,2517,1035.0,0.865,2665,36,0.33299999999999996,0.7090000000000001,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,74.02777777777777,12.0,0.5,0.7502815315315315,0.010135135135135136,0.7086148648648649,0.29138513513513514,2.597597597597598,1.0
Attrited Customer,43,3,36,6,3,3,2325.0,238,2087.0,0.64,2306,47,0.621,0.102,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,49.06382978723404,9.0,0.5,0.9918279569892473,0.02021505376344086,0.10236559139784947,0.8976344086021505,1.030595813204509,1.0
Existing Customer,46,4,37,3,1,4,2533.0,2136,397.0,0.757,3197,50,1.1740000000000002,0.843,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,63.94,7.4,1.3333333333333333,1.2621397552309515,0.01973943939992104,0.8432688511646269,0.15673114883537306,0.6448040885860306,4.0
Existing Customer,48,3,36,5,3,2,3871.0,2055,1816.0,0.8240000000000001,5480,58,0.9329999999999999,0.531,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,94.48275862068965,12.0,0.4,1.4156548695427538,0.014983208473262722,0.5308705760785327,0.46912942392146734,0.8831725616291534,0.6666666666666666
Attrited Customer,32,0,20,5,1,5,3983.0,431,3552.0,0.887,3098,46,0.43799999999999994,0.10800000000000001,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,67.34782608695652,3.3333333333333335,1.0,0.7778056741149887,0.011549083605322622,0.108209892041175,0.891790107958825,2.025114155251142,5.0
Existing Customer,61,0,36,6,2,3,2035.0,1883,152.0,0.955,4802,85,0.604,0.925,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,56.49411764705882,9.0,0.5,2.3597051597051597,0.04176904176904177,0.9253071253071253,0.0746928746928747,1.5811258278145695,1.5
Existing Customer,53,1,39,4,3,4,1773.0,1539,234.0,0.893,4087,74,0.762,0.868,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,55.229729729729726,7.8,1.0,2.305132543711224,0.04173716864072194,0.868020304568528,0.1319796954314721,1.1719160104986877,1.3333333333333333
Existing Customer,42,3,28,6,2,4,2029.0,1377,652.0,0.838,4014,86,0.6859999999999999,0.679,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,46.674418604651166,5.6,0.6666666666666666,1.9783144406111386,0.04238541153277477,0.6786594381468704,0.32134056185312965,1.2215743440233238,2.0
Attrited Customer,45,2,33,6,3,2,15490.0,0,15490.0,0.742,2429,50,0.47100000000000003,0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,5,1,0,0,0,48.58,11.0,0.3333333333333333,0.15681084570690768,0.0032278889606197547,0.0,1.0,1.5753715498938428,0.6666666666666666
Existing Customer,56,2,48,6,2,2,2941.0,1619,1322.0,0.9,5000,87,0.6729999999999999,0.55,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,57.47126436781609,16.0,0.3333333333333333,1.7001020061203673,0.029581774906494388,0.5504930295817749,0.44950697041822507,1.3372956909361071,1.0
Existing Customer,42,4,32,3,1,2,2314.0,1547,767.0,0.804,4678,74,1.0,0.669,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,63.21621621621622,10.666666666666666,0.6666666666666666,2.0216076058772687,0.03197925669835782,0.6685393258426966,0.33146067415730335,0.804,2.0
Attrited Customer,40,4,24,5,2,1,4212.0,2517,1695.0,0.718,2725,41,0.519,0.598,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,66.46341463414635,12.0,0.2,0.6469610636277303,0.0097340930674264,0.5975783475783476,0.4024216524216524,1.3834296724470134,0.5
Existing Customer,57,2,36,6,3,3,6248.0,1493,4755.0,0.597,4664,60,0.579,0.239,0,1,0,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,77.73333333333333,9.0,0.5,0.7464788732394366,0.009603072983354673,0.23895646606914211,0.7610435339308579,1.0310880829015545,1.0
Existing Customer,40,2,35,3,1,1,2430.0,974,1456.0,0.677,4344,75,0.596,0.401,0,1,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,57.92,17.5,0.3333333333333333,1.7876543209876543,0.030864197530864196,0.4008230452674897,0.5991769547325103,1.1359060402684564,1.0
Existing Customer,48,4,38,5,2,3,5543.0,1372,4171.0,0.7440000000000001,5266,79,0.795,0.248,0,1,0,0,0,0,0,0,1,0,0,1,0,4,1,0,0,0,66.65822784810126,9.5,0.6,0.9500270611582176,0.014252209994587768,0.24751939383005592,0.752480606169944,0.9358490566037737,1.5
Existing Customer,42,3,37,4,3,2,2470.0,2013,457.0,0.97,4384,82,1.0,0.815,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,53.46341463414634,12.333333333333334,0.5,1.7748987854251013,0.03319838056680162,0.8149797570850202,0.18502024291497976,0.97,0.6666666666666666
Existing Customer,49,4,39,5,3,1,3255.0,603,2652.0,0.617,4045,62,0.8240000000000001,0.185,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,65.24193548387096,19.5,0.2,1.2427035330261136,0.01904761904761905,0.18525345622119815,0.8147465437788018,0.7487864077669902,0.3333333333333333
Attrited Customer,44,4,31,4,3,5,1691.0,1327,364.0,0.774,2345,33,0.435,0.785,1,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,71.06060606060606,5.166666666666667,1.25,1.3867534003548196,0.019515079834417505,0.7847427557658191,0.21525724423418097,1.7793103448275862,1.6666666666666667
Attrited Customer,43,4,28,3,2,4,18229.0,0,18229.0,0.544,2060,39,0.625,0.0,1,1,0,1,0,0,0,0,0,0,0,0,1,3,1,0,0,0,52.82051282051282,5.6,1.3333333333333333,0.11300674749026277,0.0021394481320972077,0.0,1.0,0.8704000000000001,2.0
Existing Customer,48,3,40,3,4,4,2827.0,1182,1645.0,0.902,4583,72,1.0,0.418,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,63.65277777777778,8.0,1.3333333333333333,1.6211531659002476,0.025468694729395117,0.41811107180756985,0.5818889281924301,0.902,1.0
Existing Customer,43,2,30,4,2,4,2351.0,2127,224.0,0.703,4278,71,0.821,0.905,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,60.25352112676056,6.0,1.0,1.8196512122501063,0.0301999149298171,0.9047213951509996,0.09527860484900043,0.856272838002436,2.0
Existing Customer,45,2,36,6,1,3,4202.0,2201,2001.0,0.7140000000000001,4385,78,0.66,0.524,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,56.217948717948715,9.0,0.5,1.0435506901475489,0.018562589243217516,0.5237981913374583,0.47620180866254164,1.0818181818181818,3.0
Existing Customer,40,1,36,6,3,2,4712.0,0,4712.0,0.84,4216,82,0.64,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,51.41463414634146,12.0,0.3333333333333333,0.8947368421052632,0.01740237691001698,0.0,1.0,1.3125,0.6666666666666666
Existing Customer,53,3,36,4,3,1,2611.0,787,1824.0,0.298,2955,56,0.6,0.301,0,1,0,0,0,0,0,1,0,0,0,1,0,4,1,0,0,0,52.767857142857146,18.0,0.25,1.1317502872462657,0.021447721179624665,0.3014170815779395,0.6985829184220606,0.49666666666666665,0.3333333333333333
Existing Customer,38,2,28,6,2,1,3206.0,2459,747.0,0.696,3852,65,0.625,0.767,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,59.261538461538464,14.0,0.16666666666666666,1.2014971927635683,0.020274485339987523,0.7669993761696818,0.23300062383031817,1.1136,0.5
Existing Customer,39,2,36,4,2,3,5245.0,802,4443.0,0.504,3648,74,0.574,0.153,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,49.2972972972973,9.0,0.75,0.6955195424213537,0.014108674928503337,0.1529075309818875,0.8470924690181125,0.878048780487805,1.5
Existing Customer,39,3,27,6,2,1,2583.0,0,2583.0,0.7809999999999999,4162,87,0.812,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,1,0,0,0,47.839080459770116,13.5,0.16666666666666666,1.6113046844754162,0.03368176538908246,0.0,1.0,0.961822660098522,0.5
Existing Customer,59,0,55,4,3,3,1438.3,755,683.3,0.62,4222,75,0.7440000000000001,0.525,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,56.29333333333334,13.75,0.75,2.9354098588611555,0.05214489327678509,0.5249252589863033,0.47507474101369673,0.8333333333333333,1.0
Existing Customer,40,3,36,4,2,4,7464.0,2517,4947.0,0.9,4348,62,0.879,0.337,0,1,0,0,0,0,1,0,0,0,1,0,0,5,1,0,0,0,70.12903225806451,7.2,1.0,0.582529474812433,0.008306538049303322,0.3372186495176849,0.6627813504823151,1.023890784982935,2.0
Existing Customer,54,3,36,6,1,2,4928.0,1805,3123.0,0.6409999999999999,4767,90,0.698,0.366,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,52.96666666666667,12.0,0.3333333333333333,0.9673295454545454,0.018262987012987012,0.36627435064935066,0.6337256493506493,0.9183381088825214,2.0
Existing Customer,46,3,34,4,2,4,9863.0,686,9177.0,0.581,3068,58,0.9329999999999999,0.07,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,52.89655172413793,6.8,1.0,0.3110615431410321,0.005880563723005171,0.0695528743789922,0.9304471256210078,0.6227224008574491,2.0
Existing Customer,44,3,39,6,1,3,5024.0,2209,2815.0,0.66,4908,73,0.659,0.44,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,67.23287671232876,9.75,0.5,0.9769108280254777,0.014530254777070064,0.43968949044585987,0.5603105095541401,1.0015174506828528,3.0
Existing Customer,44,3,38,4,1,3,1438.3,0,1438.3,0.8009999999999999,4287,80,0.667,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,53.5875,9.5,0.75,2.980602099701036,0.055621219495237434,0.0,1.0,1.2008995502248874,3.0
Attrited Customer,44,4,36,6,3,3,1452.0,0,1452.0,0.5529999999999999,2287,42,0.5,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,54.45238095238095,9.0,0.5,1.575068870523416,0.028925619834710745,0.0,1.0,1.1059999999999999,1.0
